Nucleophile,Catalyst,Base,Conversion
[C+]C(C)(C)OC(N)=O,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(C)/C(N(C)C)=N\C(C)(C)C,1.1e-05
N=C(N)Cc1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
NS(=O)(=O)c1[c-]cccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
CC(N)C[C+]c1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.00043190000000000096
NS(=O)(=O)c1c[c-]ccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,1.08e-05
N=C(N)Cc1[c-]cccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,9.750000000000001e-05
CC(C)(C)OC(N)=O,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,8.73e-05
N[C+](=O)c1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
CC(N)[C-]Cc1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0003814000000000007
CC(N)C[C-]c1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.00043190000000000096
NS(=[O+])(=[O+])c1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
N=C(N)[C+]c1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,2.1e-06
CC(C)(C)OC(N)=[O+],Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,9.45e-05
CC(C)(C)[O+]C(N)=O,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,8.33e-05
CC(C)(C)O[C+](N)=O,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,9.089999999999999e-05
[C+]C(C)(C)OC(N)=O,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,7.81e-05
N=C(N)Cc1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,2.1e-06
NS(=O)(=O)c1[c-]cccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
CC(N)C[C+]c1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,0.0
NS(=O)(=O)c1c[c-]ccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,5.7000000000000005e-06
N=C(N)Cc1[c-]cccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,0.0
CC(C)(C)OC(N)=O,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,0.0
N[C+](=O)c1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,0.0
CC(N)[C-]Cc1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,0.0
CC(N)C[C-]c1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,0.0
NS(=[O+])(=[O+])c1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,0.0
N=C(N)[C+]c1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,0.0
CC(C)(C)OC(N)=[O+],Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,6.2e-06
CC(C)(C)[O+]C(N)=O,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,1.76e-05
CC(C)(C)O[C+](N)=O,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,1.24e-05
[C+]C(C)(C)OC(N)=O,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,1.1400000000000001e-05
N=C(N)Cc1ccccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,0.0
NS(=O)(=O)c1[c-]cccc1,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,N1(CCCCC2)C2=NCCC1,0.0
CC(N)C[C+]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.001758599999999987
NS(=O)(=O)c1c[c-]ccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,2.7e-06
N=C(N)Cc1[c-]cccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.00045880000000000123
CC(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,5.3899999999999975e-05
N[C+](=O)c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
CC(N)[C-]Cc1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0012580999999999925
CC(N)C[C-]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.001758599999999987
NS(=[O+])(=[O+])c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
N=C(N)[C+]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
CC(C)(C)OC(N)=[O+],CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,4.149999999999998e-05
CC(C)(C)[O+]C(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,7.499999999999998e-05
CC(C)(C)O[C+](N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,5.17e-05
[C+]C(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,8.809999999999996e-05
N=C(N)Cc1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
NS(=O)(=O)c1[c-]cccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
CC(N)C[C+]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.002259000000000012
NS(=O)(=O)c1c[c-]ccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,5.199999999999999e-06
N=C(N)Cc1[c-]cccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0005893000000000004
CC(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,1.62e-05
N[C+](=O)c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
CC(N)[C-]Cc1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.001603900000000007
CC(N)C[C-]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.002259000000000012
NS(=[O+])(=[O+])c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
N=C(N)[C+]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
CC(C)(C)OC(N)=[O+],CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,1.2399999999999998e-05
CC(C)(C)[O+]C(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,7.12e-05
CC(C)(C)O[C+](N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,3.56e-05
[C+]C(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,7.09e-05
N=C(N)Cc1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
NS(=O)(=O)c1[c-]cccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
CC(N)C[C+]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.0024086999999999932
NS(=O)(=O)c1c[c-]ccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,5.199999999999999e-06
N=C(N)Cc1[c-]cccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.0006295999999999993
CC(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,4.2e-06
N[C+](=O)c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.0
CC(N)[C-]Cc1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.001715099999999994
CC(N)C[C-]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.0024086999999999932
NS(=[O+])(=[O+])c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.0
N=C(N)[C+]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.0
CC(C)(C)OC(N)=[O+],CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,1.7799999999999996e-05
CC(C)(C)[O+]C(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,6.97e-05
CC(C)(C)O[C+](N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,3.8e-05
[C+]C(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,5.5599999999999996e-05
N=C(N)Cc1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.0
NS(=O)(=O)c1[c-]cccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.0
CC(N)C[C+]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.002309999999999999
NS(=O)(=O)c1c[c-]ccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,5.199999999999999e-06
N=C(N)Cc1[c-]cccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0006129000000000004
CC(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,1.26e-05
N[C+](=O)c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
CC(N)[C-]Cc1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0016298999999999977
CC(N)C[C-]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.002309999999999999
NS(=[O+])(=[O+])c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
N=C(N)[C+]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
CC(C)(C)OC(N)=[O+],CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,1.74e-05
CC(C)(C)[O+]C(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,7.099999999999999e-05
CC(C)(C)O[C+](N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,3.719999999999999e-05
[C+]C(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,6.539999999999999e-05
N=C(N)Cc1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
NS(=O)(=O)c1[c-]cccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
CC(N)C[C+]c1ccccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0021401999999999827
NS(=O)(=O)c1c[c-]ccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,4.9999999999999996e-06
N=C(N)Cc1[c-]cccc1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0005775000000000003
CC(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0002715
